Flight Number,Date,Taxi Takeoff,Average Delay Takeoff,Gate Departure Actual,Gate Departure Estimated,Takeoff Actual,Takeoff Estimated,Taxi Landing,Average Delay Landing,Landing Actual,Landing Estimated,Gate Arrival Actual,Gate Arrival Estimated
SWA5690,THURSDAY 11-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,05:59AM MST,Scheduled 06:00AM MST,06:16AM MST,Scheduled 06:10AM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,07:02AM PDT,Scheduled 06:54AM PDT,07:08AM PDT,Scheduled 07:10AM PDT
AAL365,WEDNESDAY 10-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,08:38PM MST,Scheduled 08:38PM MST,08:56PM MST,Scheduled 08:48PM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,09:44PM PDT,Scheduled 09:32PM PDT,09:51PM PDT,Scheduled 09:51PM PDT
FFT4113,WEDNESDAY 10-APR-2024,Taxi Time: 11 minutes,Average Delay: --,07:42PM MST,Scheduled 07:50PM MST,07:53PM MST,Scheduled 08:00PM MST,Taxi Time: 11 minutes,Average Delay: --,08:35PM PDT,Scheduled 08:44PM PDT,08:43PM PDT,Scheduled 09:03PM PDT
SWA3818,WEDNESDAY 10-APR-2024,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,06:54PM MST,Scheduled 07:00PM MST,07:06PM MST,Scheduled 07:10PM MST,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,07:50PM PDT,Scheduled 07:54PM PDT,07:57PM PDT,Scheduled 08:10PM PDT
SWA2508,WEDNESDAY 10-APR-2024,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,05:22PM MST,Scheduled 05:25PM MST,05:35PM MST,Scheduled 05:35PM MST,Taxi Time: 13 minutes,Average Delay: 10-20 minutes,06:17PM PDT,Scheduled 06:22PM PDT,06:22PM PDT,Scheduled 06:35PM PDT
AAL2800,WEDNESDAY 10-APR-2024,Taxi Time: 16 minutes,Average Delay: More than 1 hour,06:27PM MST,Scheduled 05:07PM MST,06:43PM MST,Scheduled 05:17PM MST,Taxi Time: 16 minutes,Average Delay: More than 1 hour,07:27PM PDT,Scheduled 06:02PM PDT,07:35PM PDT,Scheduled 06:21PM PDT
FFT4047,WEDNESDAY 10-APR-2024,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,04:27PM MST,Scheduled 04:34PM MST,04:35PM MST,Scheduled 04:44PM MST,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,05:20PM PDT,Scheduled 05:28PM PDT,05:26PM PDT,Scheduled 05:51PM PDT
SWA2847,WEDNESDAY 10-APR-2024,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,04:24PM MST,Scheduled 03:50PM MST,04:30PM MST,Scheduled 04:00PM MST,Taxi Time: 6 minutes,Average Delay: 10-20 minutes,05:14PM PDT,Scheduled 04:46PM PDT,05:21PM PDT,Scheduled 04:59PM PDT
FFT1895,WEDNESDAY 10-APR-2024,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,03:18PM MST,Scheduled 02:11PM MST,03:34PM MST,Scheduled 02:21PM MST,Taxi Time: 16 minutes,Average Delay: Less than 10 minutes,04:20PM PDT,Scheduled 03:10PM PDT,04:27PM PDT,Scheduled 03:25PM PDT
AAL2760,WEDNESDAY 10-APR-2024,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,02:25PM MST,Scheduled 02:00PM MST,02:35PM MST,Scheduled 02:10PM MST,Taxi Time: 10 minutes,Average Delay: 10-20 minutes,03:19PM PDT,Scheduled 02:56PM PDT,03:26PM PDT,Scheduled 03:11PM PDT
SWA4276,WEDNESDAY 10-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,12:57PM MST,Scheduled 01:00PM MST,01:09PM MST,Scheduled 01:10PM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,01:57PM PDT,Scheduled 01:57PM PDT,02:04PM PDT,Scheduled 02:10PM PDT
FFT3483,WEDNESDAY 10-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,11:38AM MST,Scheduled 11:48AM MST,11:52AM MST,Scheduled 11:58AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,12:38PM PDT,Scheduled 12:44PM PDT,12:47PM PDT,Scheduled 01:04PM PDT
SWA4174,WEDNESDAY 10-APR-2024,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,11:24AM MST,Scheduled 11:30AM MST,11:38AM MST,Scheduled 11:40AM MST,Taxi Time: 14 minutes,Average Delay: 10-20 minutes,12:26PM PDT,Scheduled 12:24PM PDT,12:31PM PDT,Scheduled 12:40PM PDT
NKS2043,WEDNESDAY 10-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:15AM MST,Scheduled 11:25AM MST,11:30AM MST,Scheduled 11:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,12:18PM PDT,Scheduled 12:21PM PDT,12:22PM PDT,Scheduled 12:36PM PDT
AAL440,WEDNESDAY 10-APR-2024,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,10:23AM MST,Scheduled 10:25AM MST,10:45AM MST,Scheduled 10:35AM MST,Taxi Time: 22 minutes,Average Delay: Less than 10 minutes,11:31AM PDT,Scheduled 11:22AM PDT,11:37AM PDT,Scheduled 11:46AM PDT
SWA2500,WEDNESDAY 10-APR-2024,Taxi Time: 11 minutes,Average Delay: --,09:54AM MST,Scheduled 09:50AM MST,10:05AM MST,Scheduled 10:00AM MST,Taxi Time: 11 minutes,Average Delay: --,10:49AM PDT,Scheduled 10:54AM PDT,10:53AM PDT,Scheduled 11:00AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,WEDNESDAY 10-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,08:54AM MST,Scheduled 08:55AM MST,09:07AM MST,Scheduled 09:05AM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,09:51AM PDT,Scheduled 09:50AM PDT,09:55AM PDT,Scheduled 10:10AM PDT
SWA6050,WEDNESDAY 10-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,07:48AM MST,Scheduled 07:50AM MST,07:58AM MST,Scheduled 08:00AM MST,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,08:41AM PDT,Scheduled 08:48AM PDT,08:46AM PDT,Scheduled 09:00AM PDT
AAL1611,WEDNESDAY 10-APR-2024,Taxi Time: 28 minutes,Average Delay: Less than 10 minutes,07:17AM MST,Scheduled 07:25AM MST,07:45AM MST,Scheduled 07:35AM MST,Taxi Time: 28 minutes,Average Delay: Less than 10 minutes,08:33AM PDT,Scheduled 08:19AM PDT,08:40AM PDT,Scheduled 08:38AM PDT
SWA5690,WEDNESDAY 10-APR-2024,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,06:30AM MST,Scheduled 06:30AM MST,06:41AM MST,Scheduled 06:40AM MST,Taxi Time: 11 minutes,Average Delay: Less than 10 minutes,07:23AM PDT,Scheduled 07:30AM PDT,07:32AM PDT,Scheduled 07:40AM PDT
SWA2508,FRIDAY 12-APR-2024,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,09:51PM MST,Scheduled 09:40PM MST,09:59PM MST,Scheduled 09:50PM MST,Taxi Time: 8 minutes,Average Delay: 10-20 minutes,10:43PM PDT,Scheduled 10:34PM PDT,10:54PM PDT,Scheduled 10:45PM PDT
AAL365,FRIDAY 12-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,08:54PM MST,Scheduled 08:38PM MST,09:07PM MST,Scheduled 08:48PM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,09:51PM PDT,Scheduled 09:32PM PDT,09:58PM PDT,Scheduled 09:51PM PDT
FFT4113,FRIDAY 12-APR-2024,Taxi Time: 13 minutes,Average Delay: More than 1 hour,10:28PM MST,Scheduled 07:45PM MST,10:41PM MST,Scheduled 07:55PM MST,Taxi Time: 13 minutes,Average Delay: More than 1 hour,11:23PM PDT,Scheduled 08:37PM PDT,11:32PM PDT,Scheduled 08:58PM PDT
SWA2506,FRIDAY 12-APR-2024,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,07:07PM MST,Scheduled 06:55PM MST,07:21PM MST,Scheduled 07:05PM MST,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,08:05PM PDT,Scheduled 07:49PM PDT,08:10PM PDT,Scheduled 08:05PM PDT
AAL2800,FRIDAY 12-APR-2024,Taxi Time: 19 minutes,Average Delay: 40 minutes - 1 hour,05:03PM MST,Scheduled 05:07PM MST,05:22PM MST,Scheduled 05:17PM MST,Taxi Time: 19 minutes,Average Delay: 40 minutes - 1 hour,06:03PM PDT,Scheduled 06:02PM PDT,06:19PM PDT,Scheduled 06:21PM PDT
FFT4047,FRIDAY 12-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,06:46PM MST,Scheduled 04:53PM MST,06:57PM MST,Scheduled 05:03PM MST,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,07:41PM PDT,Scheduled 05:51PM PDT,07:49PM PDT,Scheduled 06:10PM PDT
,,,,,,,,,,,,,
SWA2847,FRIDAY 12-APR-2024,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,03:44PM MST,Scheduled 03:35PM MST,04:06PM MST,Scheduled 03:45PM MST,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,04:55PM PDT,Scheduled 04:27PM PDT,05:00PM PDT,Scheduled 04:45PM PDT
SWA105,FRIDAY 12-APR-2024,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,02:39PM MST,Scheduled 02:25PM MST,02:50PM MST,Scheduled 02:35PM MST,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,03:33PM PDT,Scheduled 03:28PM PDT,03:40PM PDT,Scheduled 03:35PM PDT
FFT1895,FRIDAY 12-APR-2024,Taxi Time: 23 minutes,Average Delay: 20-40 minutes,04:49PM MST,Scheduled 02:11PM MST,05:12PM MST,Scheduled 02:21PM MST,Taxi Time: 23 minutes,Average Delay: 20-40 minutes,05:58PM PDT,Scheduled 03:05PM PDT,06:06PM PDT,Scheduled 03:25PM PDT
AAL2760,FRIDAY 12-APR-2024,Taxi Time: 24 minutes,Average Delay: 10-20 minutes,01:55PM MST,Scheduled 02:00PM MST,02:19PM MST,Scheduled 02:10PM MST,Taxi Time: 24 minutes,Average Delay: 10-20 minutes,03:02PM PDT,Scheduled 02:52PM PDT,03:09PM PDT,Scheduled 03:11PM PDT
N1AM,,,,,,,,,,,,,
FTH985,,,,,,,,,,,,,
CTF783,,,,,,,,,,,,,
SWA4174,FRIDAY 12-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,12:25PM MST,Scheduled 11:55AM MST,12:36PM MST,Scheduled 12:05PM MST,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,01:16PM PDT,Scheduled 12:47PM PDT,01:23PM PDT,Scheduled 01:05PM PDT
FFT3483,FRIDAY 12-APR-2024,Taxi Time: 25 minutes,Average Delay: Less than 10 minutes,11:29AM MST,Scheduled 11:38AM MST,11:54AM MST,Scheduled 11:48AM MST,Taxi Time: 25 minutes,Average Delay: Less than 10 minutes,12:40PM PDT,Scheduled 12:21PM PDT,12:53PM PDT,Scheduled 12:54PM PDT
NKS2043,FRIDAY 12-APR-2024,Taxi Time: 29 minutes,Average Delay: Less than 10 minutes,11:17AM MST,Scheduled 11:25AM MST,11:46AM MST,Scheduled 11:35AM MST,Taxi Time: 29 minutes,Average Delay: Less than 10 minutes,12:31PM PDT,Scheduled 12:18PM PDT,12:37PM PDT,Scheduled 12:36PM PDT
SWA274,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:55AM MST,Scheduled 10:55AM MST,11:13AM MST,Scheduled 11:05AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:56AM PDT,Scheduled 11:48AM PDT,12:03PM PDT,Scheduled 12:05PM PDT
AAL440,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:19AM MST,Scheduled 10:25AM MST,10:37AM MST,Scheduled 10:35AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:19AM PDT,Scheduled 11:18AM PDT,11:24AM PDT,Scheduled 11:46AM PDT
SWA2500,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,09:26AM MST,Scheduled 09:30AM MST,09:44AM MST,Scheduled 09:40AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:26AM PDT,Scheduled 10:22AM PDT,10:31AM PDT,Scheduled 10:40AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,FRIDAY 12-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:40AM MST,Scheduled 08:40AM MST,08:54AM MST,Scheduled 08:50AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:34AM PDT,Scheduled 09:32AM PDT,09:43AM PDT,Scheduled 09:55AM PDT
AAL1611,FRIDAY 12-APR-2024,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,07:21AM MST,Scheduled 07:25AM MST,07:51AM MST,Scheduled 07:35AM MST,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,08:37AM PDT,Scheduled 08:17AM PDT,08:43AM PDT,Scheduled 08:38AM PDT
SWA6050,FRIDAY 12-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,07:03AM MST,Scheduled 07:05AM MST,07:15AM MST,Scheduled 07:15AM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,07:56AM PDT,Scheduled 08:03AM PDT,08:02AM PDT,Scheduled 08:15AM PDT
SWA5690,FRIDAY 12-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,05:58AM MST,Scheduled 06:00AM MST,06:18AM MST,Scheduled 06:10AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,06:59AM PDT,Scheduled 06:52AM PDT,07:05AM PDT,Scheduled 07:10AM PDT
FFT3483,SATURDAY 13-APR-2024,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,11:28AM MST,Scheduled 11:33AM MST,11:38AM MST,Scheduled 11:43AM MST,Taxi Time: 10 minutes,Average Delay: Less than 10 minutes,12:24PM PDT,Scheduled 12:28PM PDT,12:33PM PDT,Scheduled 12:49PM PDT
NKS2043,SATURDAY 13-APR-2024,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,11:15AM MST,Scheduled 11:25AM MST,11:32AM MST,Scheduled 11:35AM MST,Taxi Time: 17 minutes,Average Delay: Less than 10 minutes,12:19PM PDT,Scheduled 12:25PM PDT,12:36PM PDT,Scheduled 12:36PM PDT
SWA2847,SATURDAY 13-APR-2024,Taxi Time: 17 minutes,Average Delay: 10-20 minutes,10:53AM MST,Scheduled 10:40AM MST,11:10AM MST,Scheduled 10:50AM MST,Taxi Time: 17 minutes,Average Delay: 10-20 minutes,11:57AM PDT,Scheduled 11:34AM PDT,12:05PM PDT,Scheduled 11:50AM PDT
AAL440,SATURDAY 13-APR-2024,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,10:25AM MST,Scheduled 10:25AM MST,10:44AM MST,Scheduled 10:35AM MST,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,11:31AM PDT,Scheduled 11:19AM PDT,11:37AM PDT,Scheduled 11:46AM PDT
WCC94,,,,,,,,,,,,,
SWA2241,SATURDAY 13-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,09:07AM MST,Scheduled 09:05AM MST,09:22AM MST,Scheduled 09:15AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,10:10AM PDT,Scheduled 09:58AM PDT,10:16AM PDT,Scheduled 10:20AM PDT
AAL1611,SATURDAY 13-APR-2024,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,07:19AM MST,Scheduled 07:25AM MST,07:38AM MST,Scheduled 07:35AM MST,Taxi Time: 19 minutes,Average Delay: Less than 10 minutes,08:21AM PDT,Scheduled 08:18AM PDT,08:29AM PDT,Scheduled 08:38AM PDT
SWA5690,SATURDAY 13-APR-2024,Taxi Time: 14 minutes,Average Delay: --,06:35AM MST,Scheduled 06:30AM MST,06:49AM MST,Scheduled 06:40AM MST,Taxi Time: 14 minutes,Average Delay: --,07:31AM PDT,Scheduled 07:23AM PDT,07:39AM PDT,Scheduled 07:40AM PDT
,,,,,,,,,,,,,
AAL365,FRIDAY 12-APR-2024,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,08:54PM MST,Scheduled 08:38PM MST,09:07PM MST,Scheduled 08:48PM MST,Taxi Time: 13 minutes,Average Delay: Less than 10 minutes,09:51PM PDT,Scheduled 09:32PM PDT,09:58PM PDT,Scheduled 09:51PM PDT
,,,,,,,,,,,,,
SWA2506,FRIDAY 12-APR-2024,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,07:07PM MST,Scheduled 06:55PM MST,07:21PM MST,Scheduled 07:05PM MST,Taxi Time: 14 minutes,Average Delay: 20-40 minutes,08:05PM PDT,Scheduled 07:49PM PDT,08:10PM PDT,Scheduled 08:05PM PDT
AAL2800,FRIDAY 12-APR-2024,Taxi Time: 19 minutes,Average Delay: 40 minutes - 1 hour,05:03PM MST,Scheduled 05:07PM MST,05:22PM MST,Scheduled 05:17PM MST,Taxi Time: 19 minutes,Average Delay: 40 minutes - 1 hour,06:03PM PDT,Scheduled 06:02PM PDT,06:19PM PDT,Scheduled 06:21PM PDT
,,,,,,,,,,,,,
SWA401,FRIDAY 12-APR-2024,Taxi Time: 21 minutes,Average Delay: 10-20 minutes,04:50PM MST,Scheduled 04:40PM MST,05:11PM MST,Scheduled 04:50PM MST,Taxi Time: 21 minutes,Average Delay: 10-20 minutes,05:52PM PDT,Scheduled 05:34PM PDT,06:10PM PDT,Scheduled 05:50PM PDT
SWA2847,FRIDAY 12-APR-2024,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,03:44PM MST,Scheduled 03:35PM MST,04:06PM MST,Scheduled 03:45PM MST,Taxi Time: 22 minutes,Average Delay: 10-20 minutes,04:55PM PDT,Scheduled 04:27PM PDT,05:00PM PDT,Scheduled 04:45PM PDT
SWA105,FRIDAY 12-APR-2024,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,02:39PM MST,Scheduled 02:25PM MST,02:50PM MST,Scheduled 02:35PM MST,Taxi Time: 11 minutes,Average Delay: 10-20 minutes,03:33PM PDT,Scheduled 03:28PM PDT,03:40PM PDT,Scheduled 03:35PM PDT
FFT1895,FRIDAY 12-APR-2024,Taxi Time: 23 minutes,Average Delay: 20-40 minutes,04:49PM MST,Scheduled 02:11PM MST,05:12PM MST,Scheduled 02:21PM MST,Taxi Time: 23 minutes,Average Delay: 20-40 minutes,05:58PM PDT,Scheduled 03:05PM PDT,06:06PM PDT,Scheduled 03:25PM PDT
AAL2760,FRIDAY 12-APR-2024,Taxi Time: 24 minutes,Average Delay: 10-20 minutes,01:55PM MST,Scheduled 02:00PM MST,02:19PM MST,Scheduled 02:10PM MST,Taxi Time: 24 minutes,Average Delay: 10-20 minutes,03:02PM PDT,Scheduled 02:52PM PDT,03:09PM PDT,Scheduled 03:11PM PDT
CTF783,,,,,,,,,,,,,
N1AM,,,,,,,,,,,,,
FTH985,,,,,,,,,,,,,
SWA4174,FRIDAY 12-APR-2024,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,12:25PM MST,Scheduled 11:55AM MST,12:36PM MST,Scheduled 12:05PM MST,Taxi Time: 11 minutes,Average Delay: 20-40 minutes,01:16PM PDT,Scheduled 12:47PM PDT,01:23PM PDT,Scheduled 01:05PM PDT
,,,,,,,,,,,,,
NKS2043,FRIDAY 12-APR-2024,Taxi Time: 29 minutes,Average Delay: Less than 10 minutes,11:17AM MST,Scheduled 11:25AM MST,11:46AM MST,Scheduled 11:35AM MST,Taxi Time: 29 minutes,Average Delay: Less than 10 minutes,12:31PM PDT,Scheduled 12:18PM PDT,12:37PM PDT,Scheduled 12:36PM PDT
SWA274,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:55AM MST,Scheduled 10:55AM MST,11:13AM MST,Scheduled 11:05AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:56AM PDT,Scheduled 11:48AM PDT,12:03PM PDT,Scheduled 12:05PM PDT
AAL440,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:19AM MST,Scheduled 10:25AM MST,10:37AM MST,Scheduled 10:35AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,11:19AM PDT,Scheduled 11:18AM PDT,11:24AM PDT,Scheduled 11:46AM PDT
SWA2500,FRIDAY 12-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,09:26AM MST,Scheduled 09:30AM MST,09:44AM MST,Scheduled 09:40AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,10:26AM PDT,Scheduled 10:22AM PDT,10:31AM PDT,Scheduled 10:40AM PDT
SNC1367,,,,,,,,,,,,,
SWA2241,FRIDAY 12-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,08:40AM MST,Scheduled 08:40AM MST,08:54AM MST,Scheduled 08:50AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:34AM PDT,Scheduled 09:32AM PDT,09:43AM PDT,Scheduled 09:55AM PDT
AAL1611,FRIDAY 12-APR-2024,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,07:21AM MST,Scheduled 07:25AM MST,07:51AM MST,Scheduled 07:35AM MST,Taxi Time: 30 minutes,Average Delay: Less than 10 minutes,08:37AM PDT,Scheduled 08:17AM PDT,08:43AM PDT,Scheduled 08:38AM PDT
SWA6050,FRIDAY 12-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,07:03AM MST,Scheduled 07:05AM MST,07:15AM MST,Scheduled 07:15AM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,07:56AM PDT,Scheduled 08:03AM PDT,08:02AM PDT,Scheduled 08:15AM PDT
SWA5690,FRIDAY 12-APR-2024,Taxi Time: 20 minutes,Average Delay: --,05:58AM MST,Scheduled 06:00AM MST,06:18AM MST,Scheduled 06:10AM MST,Taxi Time: 20 minutes,Average Delay: --,06:59AM PDT,Scheduled 06:52AM PDT,07:05AM PDT,Scheduled 07:10AM PDT
SWA4174,MONDAY 22-APR-2024,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,11:56AM MST,Scheduled 11:55AM MST,12:08PM MST,Scheduled 12:05PM MST,Taxi Time: 12 minutes,Average Delay: Less than 10 minutes,12:55PM PDT,Scheduled 12:50PM PDT,01:00PM PDT,Scheduled 01:05PM PDT
FFT3483,MONDAY 22-APR-2024,Taxi Time: 35 minutes,Average Delay: Less than 10 minutes,11:28AM MST,Scheduled 11:38AM MST,12:03PM MST,Scheduled 11:48AM MST,Taxi Time: 35 minutes,Average Delay: Less than 10 minutes,12:48PM PDT,Scheduled 12:24PM PDT,12:58PM PDT,Scheduled 12:54PM PDT
NKS2043,MONDAY 22-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,11:19AM MST,Scheduled 11:25AM MST,11:34AM MST,Scheduled 11:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,12:22PM PDT,Scheduled 12:26PM PDT,12:29PM PDT,Scheduled 12:36PM PDT
SWA274,MONDAY 22-APR-2024,Taxi Time: 20 minutes,Average Delay: 10-20 minutes,10:51AM MST,Scheduled 10:55AM MST,11:11AM MST,Scheduled 11:05AM MST,Taxi Time: 20 minutes,Average Delay: 10-20 minutes,11:55AM PDT,Scheduled 11:49AM PDT,12:01PM PDT,Scheduled 12:05PM PDT
AAL440,MONDAY 22-APR-2024,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,10:19AM MST,Scheduled 10:25AM MST,10:39AM MST,Scheduled 10:35AM MST,Taxi Time: 20 minutes,Average Delay: Less than 10 minutes,11:23AM PDT,Scheduled 11:21AM PDT,11:28AM PDT,Scheduled 11:46AM PDT
SWA2500,MONDAY 22-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,09:24AM MST,Scheduled 09:30AM MST,09:38AM MST,Scheduled 09:40AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,10:23AM PDT,Scheduled 10:23AM PDT,10:28AM PDT,Scheduled 10:40AM PDT
SWA2241,MONDAY 22-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:45AM MST,Scheduled 08:40AM MST,09:00AM MST,Scheduled 08:50AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,09:42AM PDT,Scheduled 09:33AM PDT,09:46AM PDT,Scheduled 09:55AM PDT
AAL1611,MONDAY 22-APR-2024,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,07:16AM MST,Scheduled 07:25AM MST,07:31AM MST,Scheduled 07:35AM MST,Taxi Time: 15 minutes,Average Delay: Less than 10 minutes,08:16AM PDT,Scheduled 08:19AM PDT,08:23AM PDT,Scheduled 08:38AM PDT
SWA6050,MONDAY 22-APR-2024,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:00AM MST,Scheduled 07:05AM MST,07:14AM MST,Scheduled 07:15AM MST,Taxi Time: 14 minutes,Average Delay: Less than 10 minutes,07:58AM PDT,Scheduled 08:00AM PDT,08:05AM PDT,Scheduled 08:15AM PDT
SNC1367,,,,,,,,,,,,,
SWA5690,MONDAY 22-APR-2024,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,06:00AM MST,Scheduled 06:00AM MST,06:18AM MST,Scheduled 06:10AM MST,Taxi Time: 18 minutes,Average Delay: Less than 10 minutes,07:00AM PDT,Scheduled 06:53AM PDT,07:06AM PDT,Scheduled 07:10AM PDT
FFT2133,SUNDAY 21-APR-2024,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,10:31PM MST,Scheduled 10:39PM MST,10:47PM MST,Scheduled 10:49PM MST,Taxi Time: 16 minutes,Average Delay: 10-20 minutes,11:30PM PDT,Scheduled 11:33PM PDT,11:41PM PDT,Scheduled 11:54PM PDT
SWA264,SUNDAY 21-APR-2024,Taxi Time: 17 minutes,Average Delay: 20-40 minutes,09:07PM MST,Scheduled 09:10PM MST,09:24PM MST,Scheduled 09:20PM MST,Taxi Time: 17 minutes,Average Delay: 20-40 minutes,10:08PM PDT,Scheduled 10:04PM PDT,10:14PM PDT,Scheduled 10:15PM PDT
AAL365,SUNDAY 21-APR-2024,Taxi Time: 18 minutes,Average Delay: 10-20 minutes,08:31PM MST,Scheduled 08:38PM MST,08:49PM MST,Scheduled 08:48PM MST,Taxi Time: 18 minutes,Average Delay: 10-20 minutes,09:32PM PDT,Scheduled 09:32PM PDT,09:38PM PDT,Scheduled 09:51PM PDT
SWA2506,SUNDAY 21-APR-2024,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,07:33PM MST,Scheduled 07:35PM MST,07:45PM MST,Scheduled 07:45PM MST,Taxi Time: 12 minutes,Average Delay: 10-20 minutes,08:30PM PDT,Scheduled 08:30PM PDT,08:36PM PDT,Scheduled 08:40PM PDT
SWA2508,SUNDAY 21-APR-2024,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,05:36PM MST,Scheduled 05:30PM MST,05:44PM MST,Scheduled 05:40PM MST,Taxi Time: 8 minutes,Average Delay: Less than 10 minutes,06:27PM PDT,Scheduled 06:25PM PDT,06:31PM PDT,Scheduled 06:40PM PDT
